example_id                                                                       | status | run_time        |
./spec/lib/teitofo/handler/ref_handler_spec.rb[1:11:3:3]                         | passed | 0.00019 seconds |
./spec/lib/teitofo/handler/ref_list_handler_spec.rb[1:1:1]                       | passed | 0.00019 seconds |
./spec/lib/teitofo/handler/ref_list_handler_spec.rb[1:1:2]                       | passed | 0.00016 seconds |
./spec/lib/teitofo/handler/table_cell_handler_spec.rb[1:1:1]                     | passed | 0.00019 seconds |
./spec/lib/teitofo/handler/table_cell_handler_spec.rb[1:2:1]                     | passed | 0.00055 seconds |
./spec/lib/teitofo/handler/table_cell_handler_spec.rb[1:3:1]                     | passed | 0.00017 seconds |
./spec/lib/teitofo/handler/table_cell_handler_spec.rb[1:4:1]                     | passed | 0.00017 seconds |
./spec/lib/teitofo/handler/table_cell_handler_spec.rb[1:5:1]                     | passed | 0.00018 seconds |
./spec/lib/teitofo/handler/table_cell_handler_spec.rb[1:5:2]                     | passed | 0.00053 seconds |
./spec/lib/teitofo/handler/table_handler_spec.rb[1:1:1]                          | passed | 0.00025 seconds |
./spec/lib/teitofo/handler/table_handler_spec.rb[1:2:1]                          | passed | 0.00017 seconds |
./spec/lib/teitofo/handler/table_handler_spec.rb[1:2:2]                          | passed | 0.00018 seconds |
./spec/lib/teitofo/handler/text_block_handler_spec.rb[1:1:1]                     | passed | 0.00023 seconds |
./spec/lib/teitofo/handler/text_block_handler_spec.rb[1:1:2]                     | passed | 0.00016 seconds |
./spec/lib/teitofo/handler/text_block_handler_spec.rb[1:2:1]                     | passed | 0.00016 seconds |
./spec/lib/teitofo/handler/text_block_handler_spec.rb[1:2:2]                     | passed | 0.00018 seconds |
./spec/lib/teitofo/handler/text_block_handler_spec.rb[1:2:3]                     | passed | 0.00017 seconds |
./spec/lib/teitofo/handler/text_block_handler_spec.rb[1:2:4]                     | passed | 0.00046 seconds |
./spec/lib/teitofo/handler/text_block_handler_spec.rb[1:2:5]                     | passed | 0.00018 seconds |
./spec/lib/teitofo/handler/text_block_handler_spec.rb[1:2:6]                     | passed | 0.00019 seconds |
./spec/lib/teitofo/handler/text_block_handler_spec.rb[1:2:7]                     | passed | 0.00019 seconds |
